city,year,crime,incidences,rate
KOCHI,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",34,2.5
KOCHI,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",79,5.8
KOLKATA,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,26,0.2
KOLKATA,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",18,0.1
KOLKATA,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",66,0.5
LUCKNOW,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,4,0.2
LUCKNOW,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",86,3.8
LUCKNOW,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",415,18.3
LUDHIANA,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,5,0.4
LUDHIANA,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",30,2.2
LUDHIANA,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",213,15.3
MADURAI,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
MADURAI,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",77,6.4
MADURAI,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",65,5.4
MEERUT,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
MEERUT,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",118,10.1
MEERUT,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",109,9.3
MUMBAI,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,42,0.3
MUMBAI,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",410,2.5
MUMBAI,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",3059,18.7
NAGPUR,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,13,0.6
NAGPUR,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",259,12.2
NAGPUR,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",599,28.2
NAS IK,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,13,1.1
NAS IK,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",117,10.2
NAS IK,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",528,45.8
PATNA,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
PATNA,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",131,7.7
PATNA,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",479,28.1
PUNE,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,31,0.8
PUNE,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",452,12
PUNE,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",1250,33.3
RAJKOT,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
RAJKOT,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",34,3.4
RAJKOT,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",243,24.3
SURAT,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,7,0.2
SURAT,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",80,2.8
SURAT,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",273,9.7
VADODARA,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
VADODARA,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",19,1.3
VADODARA,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",319,21.4
VARANASI,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,2,0.2
VARANASI,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",9,0.7
VARANASI,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",41,3.4
VIJAYAWADA,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
VIJAYAWADA,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",20,2
VIJAYAWADA,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",228,22.6
VISHAKHAPATNAM,2010,Preparation & Assembly for Dacoity (Sec. 399-402 IPC) I R,0,0
VISHAKHAPATNAM,2010,"Robbery (Sec. 392-394,397,398 IPC) I R",40,3
VISHAKHAPATNAM,2010,"Burglary (Sec. 449-452,454,455, 457-460 IPC) I R",335,25.2
AGRA,2010,Total theft,1706,129.1
AGRA,2010,Auto Theft,1400,106
AGRA,2010,Other Theft,306,23.2
AGRA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",129,9.8
AHMEDABAD,2010,Total theft,4659,103.1
AHMEDABAD,2010,Auto Theft,3101,68.6
AHMEDABAD,2010,Other Theft,1558,34.5
AHMEDABAD,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",171,3.8
ALLAHABAD,2010,Total theft,614,58.5
ALLAHABAD,2010,Auto Theft,481,45.8
ALLAHABAD,2010,Other Theft,133,12.7
ALLAHABAD,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",42,4
AMRITSAR,2010,Total theft,257,25.4
AMRITSAR,2010,Auto Theft,104,10.3
AMRITSAR,2010,Other Theft,153,15.1
AMRITSAR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",0,0
ASANSOL,2010,Total theft,323,29.6
ASANSOL,2010,Auto Theft,175,16
ASANSOL,2010,Other Theft,148,13.6
ASANSOL,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",49,4.5
BENGALURU,2010,Total theft,10568,185.8
BENGALURU,2010,Auto Theft,6407,112.7
BENGALURU,2010,Other Theft,4161,73.2
BENGALURU,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",349,6.1
BHOPAL,2010,Total theft,2443,167.9
BHOPAL,2010,Auto Theft,1556,106.9
BHOPAL,2010,Other Theft,887,61
BHOPAL,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",83,5.7
CHENNAI,2010,Total theft,1540,24
CHENNAI,2010,Auto Theft,234,3.6
CHENNAI,2010,Other Theft,1306,20.3
CHENNAI,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",60,0.9
COIMBATORE,2010,Total theft,1084,75
COIMBATORE,2010,Auto Theft,497,34.4
COIMBATORE,2010,Other Theft,587,40.6
COIMBATORE,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",23,1.6
DELHI (CITY),2010,Total theft,21373,167.1
DELHI (CITY),2010,Auto Theft,13842,108.2
DELHI (CITY),2010,Other Theft,7531,58.9
DELHI (CITY),2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",46,0.4
DHANBAD,2010,Total theft,441,41.4
DHANBAD,2010,Auto Theft,252,23.7
DHANBAD,2010,Other Theft,189,17.8
DHANBAD,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",55,5.2
FARIDABAD,2010,Total theft,1672,158.5
FARIDABAD,2010,Auto Theft,1352,128.2
FARIDABAD,2010,Other Theft,320,30.3
FARIDABAD,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",178,16.9
HYDERABAD,2010,Total theft,4916,88.8
HYDERABAD,2010,Auto Theft,1543,27.9
HYDERABAD,2010,Other Theft,3373,61
HYDERABAD,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",513,9.3
INDORE,2010,Total theft,3462,211.2
INDORE,2010,Auto Theft,2681,163.6
INDORE,2010,Other Theft,781,47.7
INDORE,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",53,3.2
JABALPUR,2010,Total theft,641,57.4
JABALPUR,2010,Auto Theft,443,39.7
JABALPUR,2010,Other Theft,198,17.7
JABALPUR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",50,4.5
JAIPUR,2010,Total theft,4825,207.6
JAIPUR,2010,Auto Theft,3562,153.3
JAIPUR,2010,Other Theft,1263,54.3
JAIPUR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",138,5.9
JAMSHEDPUR,2010,Total theft,702,63.7
JAMSHEDPUR,2010,Auto Theft,438,39.7
JAMSHEDPUR,2010,Other Theft,264,24
JAMSHEDPUR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",133,12.1
KANPUR,2010,Total theft,1181,43.9
KANPUR,2010,Auto Theft,858,31.9
KANPUR,2010,Other Theft,323,12
KANPUR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",176,6.5
KOCHI,2010,Total theft,233,17.2
KOCHI,2010,Auto Theft,99,7.3
KOCHI,2010,Other Theft,134,9.9
KOCHI,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",244,18
KOLKATA,2010,Total theft,3118,23.6
KOLKATA,2010,Auto Theft,506,3.8
KOLKATA,2010,Other Theft,2612,19.8
KOLKATA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",282,2.1
LUCKNOW,2010,Total theft,2591,114.3
LUCKNOW,2010,Auto Theft,1701,75
LUCKNOW,2010,Other Theft,890,39.3
LUCKNOW,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",141,6.2
LUDHIANA,2010,Total theft,839,60.1
LUDHIANA,2010,Auto Theft,472,33.8
LUDHIANA,2010,Other Theft,367,26.3
LUDHIANA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",0,0
MADURAI,2010,Total theft,500,41.8
MADURAI,2010,Auto Theft,269,22.5
MADURAI,2010,Other Theft,231,19.3
MADURAI,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",17,1.4
MEERUT,2010,Total theft,1295,111
MEERUT,2010,Auto Theft,950,81.4
MEERUT,2010,Other Theft,345,29.6
MEERUT,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",148,12.7
MUMBAI,2010,Total theft,13195,80.6
MUMBAI,2010,Auto Theft,4167,25.5
MUMBAI,2010,Other Theft,9028,55.2
MUMBAI,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",391,2.4
NAGPUR,2010,Total theft,1732,81.6
NAGPUR,2010,Auto Theft,852,40.1
NAGPUR,2010,Other Theft,880,41.5
NAGPUR,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",183,8.6
NAS IK,2010,Total theft,1882,163.4
NAS IK,2010,Auto Theft,963,83.6
NAS IK,2010,Other Theft,919,79.8
NAS IK,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",146,12.7
PATNA,2010,Total theft,2117,124
PATNA,2010,Auto Theft,1202,70.4
PATNA,2010,Other Theft,915,53.6
PATNA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",194,11.4
PUNE,2010,Total theft,4674,124.4
PUNE,2010,Auto Theft,2948,78.5
PUNE,2010,Other Theft,1726,46
PUNE,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",393,10.5
RAJKOT,2010,Total theft,1039,103.7
RAJKOT,2010,Auto Theft,798,79.6
RAJKOT,2010,Other Theft,241,24.1
RAJKOT,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",64,6.4
SURAT,2010,Total theft,1712,60.9
SURAT,2010,Auto Theft,1247,44.4
SURAT,2010,Other Theft,465,16.5
SURAT,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",87,3.1
VADODARA,2010,Total theft,1529,102.5
VADODARA,2010,Auto Theft,1044,70
VADODARA,2010,Other Theft,485,32.5
VADODARA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",89,6
VARANASI,2010,Total theft,601,49.6
VARANASI,2010,Auto Theft,451,37.2
VARANASI,2010,Other Theft,150,12.4
VARANASI,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",16,1.3
VIJAYAWADA,2010,Total theft,1324,131
VIJAYAWADA,2010,Auto Theft,539,53.3
VIJAYAWADA,2010,Other Theft,785,77.6
VIJAYAWADA,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",8,0.8
VISHAKHAPATNAM,2010,Total theft,1234,92.9
VISHAKHAPATNAM,2010,Auto Theft,134,10.1
VISHAKHAPATNAM,2010,Other Theft,1100,82.8
VISHAKHAPATNAM,2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",2,0.2
TOTAL (CITIES),2010,Total theft,102022,94.6
TOTAL (CITIES),2010,Auto Theft,57268,53.1
TOTAL (CITIES),2010,Other Theft,44754,41.5
TOTAL (CITIES),2010,"Riots (Sec.143-145,147-151,153,153A,153B,157, 158,160 IPC) ",4653,4.3
AGRA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),119,9
AGRA,2010,"Cheating (Sec. 419,420 IPC)",266,20.1
AGRA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",58,4.4
AGRA,2010,"Arson (Sec. 435,436,438 IPC)",1,0.1
AHMEDABAD,2010,Criminal Breach of Trust (Sec. 406-409 IPC),263,5.8
AHMEDABAD,2010,"Cheating (Sec. 419,420 IPC)",212,4.7
AHMEDABAD,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",17,0.4
AHMEDABAD,2010,"Arson (Sec. 435,436,438 IPC)",4,0.1
ALLAHABAD,2010,Criminal Breach of Trust (Sec. 406-409 IPC),43,4.1
ALLAHABAD,2010,"Cheating (Sec. 419,420 IPC)",141,13.4
ALLAHABAD,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",31,3
ALLAHABAD,2010,"Arson (Sec. 435,436,438 IPC)",1,0.1
AMRITSAR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),16,1.6
AMRITSAR,2010,"Cheating (Sec. 419,420 IPC)",275,27.2
AMRITSAR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",14,1.4
AMRITSAR,2010,"Arson (Sec. 435,436,438 IPC)",4,0.4
ASANSOL,2010,Criminal Breach of Trust (Sec. 406-409 IPC),5,0.5
ASANSOL,2010,"Cheating (Sec. 419,420 IPC)",47,4.3
ASANSOL,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",1,0.1
ASANSOL,2010,"Arson (Sec. 435,436,438 IPC)",3,0.3
BENGALURU,2010,Criminal Breach of Trust (Sec. 406-409 IPC),139,2.4
BENGALURU,2010,"Cheating (Sec. 419,420 IPC)",3073,54
BENGALURU,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",72,1.3
BENGALURU,2010,"Arson (Sec. 435,436,438 IPC)",7,0.1
BHOPAL,2010,Criminal Breach of Trust (Sec. 406-409 IPC),9,0.6
BHOPAL,2010,"Cheating (Sec. 419,420 IPC)",170,11.7
BHOPAL,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",3,0.2
BHOPAL,2010,"Arson (Sec. 435,436,438 IPC)",9,0.6
CHENNAI,2010,Criminal Breach of Trust (Sec. 406-409 IPC),21,0.3
CHENNAI,2010,"Cheating (Sec. 419,420 IPC)",524,8.2
CHENNAI,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",72,1.1
CHENNAI,2010,"Arson (Sec. 435,436,438 IPC)",1,0
COIMBATORE,2010,Criminal Breach of Trust (Sec. 406-409 IPC),9,0.6
COIMBATORE,2010,"Cheating (Sec. 419,420 IPC)",148,10.2
COIMBATORE,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",30,2.1
COIMBATORE,2010,"Arson (Sec. 435,436,438 IPC)",8,0.6
DELHI (CITY),2010,Criminal Breach of Trust (Sec. 406-409 IPC),249,1.9
DELHI (CITY),2010,"Cheating (Sec. 419,420 IPC)",1720,13.4
DELHI (CITY),2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",32,0.3
DELHI (CITY),2010,"Arson (Sec. 435,436,438 IPC)",48,0.4
DHANBAD,2010,Criminal Breach of Trust (Sec. 406-409 IPC),21,2
DHANBAD,2010,"Cheating (Sec. 419,420 IPC)",21,2
DHANBAD,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",0,0
DHANBAD,2010,"Arson (Sec. 435,436,438 IPC)",1,0.1
FARIDABAD,2010,Criminal Breach of Trust (Sec. 406-409 IPC),174,16.5
FARIDABAD,2010,"Cheating (Sec. 419,420 IPC)",154,14.6
FARIDABAD,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",0,0
FARIDABAD,2010,"Arson (Sec. 435,436,438 IPC)",5,0.5
HYDERABAD,2010,Criminal Breach of Trust (Sec. 406-409 IPC),96,1.7
HYDERABAD,2010,"Cheating (Sec. 419,420 IPC)",2021,36.5
HYDERABAD,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",29,0.5
HYDERABAD,2010,"Arson (Sec. 435,436,438 IPC)",15,0.3
INDORE,2010,Criminal Breach of Trust (Sec. 406-409 IPC),42,2.6
INDORE,2010,"Cheating (Sec. 419,420 IPC)",151,9.2
INDORE,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",15,0.9
INDORE,2010,"Arson (Sec. 435,436,438 IPC)",18,1.1
JABALPUR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),3,0.3
JABALPUR,2010,"Cheating (Sec. 419,420 IPC)",80,7.2
JABALPUR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",0,0
JABALPUR,2010,"Arson (Sec. 435,436,438 IPC)",1,0.1
JAIPUR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),270,11.6
JAIPUR,2010,"Cheating (Sec. 419,420 IPC)",3146,135.4
JAIPUR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",7,0.3
JAIPUR,2010,"Arson (Sec. 435,436,438 IPC)",5,0.2
JAMSHEDPUR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),42,3.8
JAMSHEDPUR,2010,"Cheating (Sec. 419,420 IPC)",90,8.2
JAMSHEDPUR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",0,0
JAMSHEDPUR,2010,"Arson (Sec. 435,436,438 IPC)",6,0.5
KANPUR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),215,8
KANPUR,2010,"Cheating (Sec. 419,420 IPC)",461,17.1
KANPUR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",53,2
KANPUR,2010,"Arson (Sec. 435,436,438 IPC)",0,0
KOCHI,2010,Criminal Breach of Trust (Sec. 406-409 IPC),13,1
KOCHI,2010,"Cheating (Sec. 419,420 IPC)",297,21.9
KOCHI,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",0,0
KOCHI,2010,"Arson (Sec. 435,436,438 IPC)",2,0.1
KOLKATA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),329,2.5
KOLKATA,2010,"Cheating (Sec. 419,420 IPC)",1271,9.6
KOLKATA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",73,0.6
KOLKATA,2010,"Arson (Sec. 435,436,438 IPC)",0,0
LUCKNOW,2010,Criminal Breach of Trust (Sec. 406-409 IPC),432,19.1
LUCKNOW,2010,"Cheating (Sec. 419,420 IPC)",750,33.1
LUCKNOW,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",50,2.2
LUCKNOW,2010,"Arson (Sec. 435,436,438 IPC)",0,0
LUDHIANA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),36,2.6
LUDHIANA,2010,"Cheating (Sec. 419,420 IPC)",385,27.6
LUDHIANA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",4,0.3
LUDHIANA,2010,"Arson (Sec. 435,436,438 IPC)",6,0.4
MADURAI,2010,Criminal Breach of Trust (Sec. 406-409 IPC),8,0.7
MADURAI,2010,"Cheating (Sec. 419,420 IPC)",124,10.4
MADURAI,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",31,2.6
MADURAI,2010,"Arson (Sec. 435,436,438 IPC)",0,0
MEERUT,2010,Criminal Breach of Trust (Sec. 406-409 IPC),73,6.3
MEERUT,2010,"Cheating (Sec. 419,420 IPC)",234,20.1
MEERUT,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",21,1.8
MEERUT,2010,"Arson (Sec. 435,436,438 IPC)",0,0
MUMBAI,2010,Criminal Breach of Trust (Sec. 406-409 IPC),482,2.9
MUMBAI,2010,"Cheating (Sec. 419,420 IPC)",2211,13.5
MUMBAI,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",76,0.5
MUMBAI,2010,"Arson (Sec. 435,436,438 IPC)",22,0.1
NAGPUR,2010,Criminal Breach of Trust (Sec. 406-409 IPC),72,3.4
NAGPUR,2010,"Cheating (Sec. 419,420 IPC)",264,12.4
NAGPUR,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",24,1.1
NAGPUR,2010,"Arson (Sec. 435,436,438 IPC)",20,0.9
NAS IK,2010,Criminal Breach of Trust (Sec. 406-409 IPC),52,4.5
NAS IK,2010,"Cheating (Sec. 419,420 IPC)",187,16.2
NAS IK,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",23,2
NAS IK,2010,"Arson (Sec. 435,436,438 IPC)",17,1.5
PATNA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),5,0.3
PATNA,2010,"Cheating (Sec. 419,420 IPC)",174,10.2
PATNA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",12,0.7
PATNA,2010,"Arson (Sec. 435,436,438 IPC)",0,0
PUNE,2010,Criminal Breach of Trust (Sec. 406-409 IPC),72,1.9
PUNE,2010,"Cheating (Sec. 419,420 IPC)",663,17.7
PUNE,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",37,1
PUNE,2010,"Arson (Sec. 435,436,438 IPC)",17,0.5
RAJKOT,2010,Criminal Breach of Trust (Sec. 406-409 IPC),52,5.2
RAJKOT,2010,"Cheating (Sec. 419,420 IPC)",26,2.6
RAJKOT,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",9,0.9
RAJKOT,2010,"Arson (Sec. 435,436,438 IPC)",17,1.7
SURAT,2010,Criminal Breach of Trust (Sec. 406-409 IPC),34,1.2
SURAT,2010,"Cheating (Sec. 419,420 IPC)",126,4.5
SURAT,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",36,1.3
SURAT,2010,"Arson (Sec. 435,436,438 IPC)",7,0.2
VADODARA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),35,2.3
VADODARA,2010,"Cheating (Sec. 419,420 IPC)",115,7.7
VADODARA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",3,0.2
VADODARA,2010,"Arson (Sec. 435,436,438 IPC)",4,0.3
VARANASI,2010,Criminal Breach of Trust (Sec. 406-409 IPC),113,9.3
VARANASI,2010,"Cheating (Sec. 419,420 IPC)",209,17.2
VARANASI,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",25,2.1
VARANASI,2010,"Arson (Sec. 435,436,438 IPC)",0,0
VIJAYAWADA,2010,Criminal Breach of Trust (Sec. 406-409 IPC),52,5.1
VIJAYAWADA,2010,"Cheating (Sec. 419,420 IPC)",398,39.4
VIJAYAWADA,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",16,1.6
VIJAYAWADA,2010,"Arson (Sec. 435,436,438 IPC)",20,2
VISHAKHAPATNAM,2010,Criminal Breach of Trust (Sec. 406-409 IPC),75,5.6
VISHAKHAPATNAM,2010,"Cheating (Sec. 419,420 IPC)",294,22.1
VISHAKHAPATNAM,2010,"Counterfeiting (Sec. 231-254,489A-489D IPC)",16,1.2
VISHAKHAPATNAM,2010,"Arson (Sec. 435,436,438 IPC)",28,2.1
AGRA,2010,"Hurt (Sec.323-333,335, 338 IPC)",268,20.3
AGRA,2010,Dowry Deaths (Sec.304B IPC) I R,39,3
AGRA,2010,Molestation (Sec.354 IPC) I R,54,4.1
AGRA,2010,Sexual Harassment (Sec.509 IPC) I R,61,4.6
AHMEDABAD,2010,"Hurt (Sec.323-333,335, 338 IPC)",1365,30.2
AHMEDABAD,2010,Dowry Deaths (Sec.304B IPC) I R,12,0.3
AHMEDABAD,2010,Molestation (Sec.354 IPC) I R,73,1.6
AHMEDABAD,2010,Sexual Harassment (Sec.509 IPC) I R,9,0.2
ALLAHABAD,2010,"Hurt (Sec.323-333,335, 338 IPC)",255,24.3
ALLAHABAD,2010,Dowry Deaths (Sec.304B IPC) I R,14,1.3
ALLAHABAD,2010,Molestation (Sec.354 IPC) I R,9,0.9
ALLAHABAD,2010,Sexual Harassment (Sec.509 IPC) I R,0,0
AMRITSAR,2010,"Hurt (Sec.323-333,335, 338 IPC)",152,15
AMRITSAR,2010,Dowry Deaths (Sec.304B IPC) I R,10,1
AMRITSAR,2010,Molestation (Sec.354 IPC) I R,10,1
AMRITSAR,2010,Sexual Harassment (Sec.509 IPC) I R,4,0.4
ASANSOL,2010,"Hurt (Sec.323-333,335, 338 IPC)",69,6.3
ASANSOL,2010,Dowry Deaths (Sec.304B IPC) I R,19,1.7
ASANSOL,2010,Molestation (Sec.354 IPC) I R,13,1.2
ASANSOL,2010,Sexual Harassment (Sec.509 IPC) I R,0,0
BENGALURU,2010,"Hurt (Sec.323-333,335, 338 IPC)",3153,55.4
BENGALURU,2010,Dowry Deaths (Sec.304B IPC) I R,52,0.9
BENGALURU,2010,Molestation (Sec.354 IPC) I R,308,5.4
BENGALURU,2010,Sexual Harassment (Sec.509 IPC) I R,50,0.9
BHOPAL,2010,"Hurt (Sec.323-333,335, 338 IPC)",1286,88.4
BHOPAL,2010,Dowry Deaths (Sec.304B IPC) I R,25,1.7
BHOPAL,2010,Molestation (Sec.354 IPC) I R,21,1.4
BHOPAL,2010,Sexual Harassment (Sec.509 IPC) I R,139,9.6
CHENNAI,2010,"Hurt (Sec.323-333,335, 338 IPC)",773,12
CHENNAI,2010,Dowry Deaths (Sec.304B IPC) I R,16,0.2
CHENNAI,2010,Molestation (Sec.354 IPC) I R,45,0.7
CHENNAI,2010,Sexual Harassment (Sec.509 IPC) I R,23,0.4
COIMBATORE,2010,"Hurt (Sec.323-333,335, 338 IPC)",357,24.7
COIMBATORE,2010,Dowry Deaths (Sec.304B IPC) I R,1,0.1
COIMBATORE,2010,Molestation (Sec.354 IPC) I R,35,2.4
COIMBATORE,2010,Sexual Harassment (Sec.509 IPC) I R,1,0.1
DELHI (CITY),2010,"Hurt (Sec.323-333,335, 338 IPC)",1700,13.3
DELHI (CITY),2010,Dowry Deaths (Sec.304B IPC) I R,112,0.9
DELHI (CITY),2010,Molestation (Sec.354 IPC) I R,550,4.3
DELHI (CITY),2010,Sexual Harassment (Sec.509 IPC) I R,73,0.6
DHANBAD,2010,"Hurt (Sec.323-333,335, 338 IPC)",71,6.7
DHANBAD,2010,Dowry Deaths (Sec.304B IPC) I R,12,1.1
DHANBAD,2010,Molestation (Sec.354 IPC) I R,6,0.6
DHANBAD,2010,Sexual Harassment (Sec.509 IPC) I R,0,0
FARIDABAD,2010,"Hurt (Sec.323-333,335, 338 IPC)",191,18.1
FARIDABAD,2010,Dowry Deaths (Sec.304B IPC) I R,23,2.2
FARIDABAD,2010,Molestation (Sec.354 IPC) I R,27,2.6
FARIDABAD,2010,Sexual Harassment (Sec.509 IPC) I R,78,7.4
